Date,Abs.,V(m3),Conc.,Aveg.,compound,location,year,month
1/31/2016 0:00,0.019,228,13.41666667,11.12824886,so2,Udyoga Bhawan,2016,january
1/31/2016 0:00,0.02,228,14.12280702,,so2,Udyoga Bhawan,2016,january
1/31/2016 0:00,0.012,228,8.473684211,,so2,Udyoga Bhawan,2016,january
1/31/2016 0:00,0.016,228,11.29824561,,so2,Udyoga Bhawan,2016,january
1/31/2016 0:00,0.01,216,7.453703704,,so2,Udyoga Bhawan,2016,january
1/31/2016 0:00,0.017,228,12.00438596,,so2,Udyoga Bhawan,2016,january
1/1/2016 0:00,0.02,228,14.12280702,13.8874269,so2,Kupwad,2016,january
1/1/2016 0:00,0.026,228,18.35964912,,so2,Kupwad,2016,january
1/1/2016 0:00,0.029,228,20.47807018,,so2,Kupwad,2016,january
1/1/2016 0:00,0.013,228,9.179824561,,so2,Kupwad,2016,january
1/1/2016 0:00,0.012,228,8.473684211,,so2,Kupwad,2016,january
1/1/2016 0:00,0.018,228,12.71052632,,so2,Kupwad,2016,january
1/4/2016 0:00,0.016,228,11.29824561,12.48168454,so2,Kupwad,2016,january
1/4/2016 0:00,0.019,216,14.16203704,,so2,Kupwad,2016,january
1/4/2016 0:00,0.013,228,9.179824561,,so2,Kupwad,2016,january
1/4/2016 0:00,0.018,228,12.71052632,,so2,Kupwad,2016,january
1/4/2016 0:00,0.021,228,14.82894737,,so2,Kupwad,2016,january
1/4/2016 0:00,0.018,228,12.71052632,,so2,Kupwad,2016,january
1/8/2016 0:00,0.022,216,16.39814815,13.89938272,so2,Kupwad,2016,january
1/8/2016 0:00,0.012,252,7.666666667,,so2,Kupwad,2016,january
1/8/2016 0:00,0.024,240,16.1,,so2,Kupwad,2016,january
1/8/2016 0:00,0.021,216,15.65277778,,so2,Kupwad,2016,january
1/8/2016 0:00,0.017,216,12.6712963,,so2,Kupwad,2016,january
1/8/2016 0:00,0.02,216,14.90740741,,so2,Kupwad,2016,january
1/11/2016 0:00,0.022,228,15.53508772,10.94517544,so2,Kupwad,2016,january
1/11/2016 0:00,0.015,228,10.59210526,,so2,Kupwad,2016,january
1/11/2016 0:00,0.02,228,14.12280702,,so2,Kupwad,2016,january
1/11/2016 0:00,0.011,228,7.76754386,,so2,Kupwad,2016,january
1/11/2016 0:00,0.015,228,10.59210526,,so2,Kupwad,2016,january
1/11/2016 0:00,0.01,228,7.061403509,,so2,Kupwad,2016,january
1/15/2016 0:00,0.019,216,14.16203704,14.28626543,so2,Kupwad,2016,january
1/15/2016 0:00,0.023,216,17.14351852,,so2,Kupwad,2016,january
1/15/2016 0:00,0.013,216,9.689814815,,so2,Kupwad,2016,january
1/15/2016 0:00,0.02,216,14.90740741,,so2,Kupwad,2016,january
1/15/2016 0:00,0.023,216,17.14351852,,so2,Kupwad,2016,january
1/15/2016 0:00,0.017,216,12.6712963,,so2,Kupwad,2016,january
1/18/2016 0:00,0.029,240,19.45416667,14.62822044,so2,Kupwad,2016,january
1/18/2016 0:00,0.014,240,9.391666667,,so2,Kupwad,2016,january
1/18/2016 0:00,0.018,228,12.71052632,,so2,Kupwad,2016,january
1/18/2016 0:00,0.022,216,16.39814815,,so2,Kupwad,2016,january
1/18/2016 0:00,0.016,216,11.92592593,,so2,Kupwad,2016,january
1/18/2016 0:00,0.024,216,17.88888889,,so2,Kupwad,2016,january
1/22/2016 0:00,0.01,216,7.453703704,11.03932749,so2,Kupwad,2016,january
1/22/2016 0:00,0.014,240,9.391666667,,so2,Kupwad,2016,january
1/22/2016 0:00,0.014,228,9.885964912,,so2,Kupwad,2016,january
1/22/2016 0:00,0.019,228,13.41666667,,so2,Kupwad,2016,january
1/22/2016 0:00,0.018,216,13.41666667,,so2,Kupwad,2016,january
1/22/2016 0:00,0.017,216,12.6712963,,so2,Kupwad,2016,january
1/25/2016 0:00,0.02,216,14.90740741,12.8151397,so2,Kupwad,2016,january
1/25/2016 0:00,0.022,228,15.53508772,,so2,Kupwad,2016,january
1/25/2016 0:00,0.02,228,14.12280702,,so2,Kupwad,2016,january
1/25/2016 0:00,0.012,228,8.473684211,,so2,Kupwad,2016,january
1/25/2016 0:00,0.018,216,13.41666667,,so2,Kupwad,2016,january
1/25/2016 0:00,0.014,216,10.43518519,,so2,Kupwad,2016,january
1/29/2016 0:00,0.019,240,12.74583333,16.02480913,so2,Kupwad,2016,january
1/29/2016 0:00,0.02,228,14.12280702,,so2,Kupwad,2016,january
1/29/2016 0:00,0.022,216,16.39814815,,so2,Kupwad,2016,january
1/29/2016 0:00,0.034,216,25.34259259,,so2,Kupwad,2016,january
1/29/2016 0:00,0.019,228,13.41666667,,so2,Kupwad,2016,january
1/29/2016 0:00,0.02,228,14.12280702,,so2,Kupwad,2016,january
1/2/2016 0:00,0.02,240,13.41666667,12.97009828,so2,Rajawada chowk,2016,january
1/2/2016 0:00,0.018,216,13.41666667,,so2,Rajawada chowk,2016,january
1/2/2016 0:00,0.027,216,20.125,,so2,Rajawada chowk,2016,january
1/2/2016 0:00,0.017,240,11.40416667,,so2,Rajawada chowk,2016,january
1/2/2016 0:00,0.01,216,7.453703704,,so2,Rajawada chowk,2016,january
1/2/2016 0:00,0.017,228,12.00438596,,so2,Rajawada chowk,2016,january
1/6/2016 0:00,0.01,240,6.708333333,9.143209877,so2,Rajawada chowk,2016,january
1/6/2016 0:00,0.014,240,9.391666667,,so2,Rajawada chowk,2016,january
1/6/2016 0:00,0.01,216,7.453703704,,so2,Rajawada chowk,2016,january
1/6/2016 0:00,0.016,216,11.92592593,,so2,Rajawada chowk,2016,january
1/6/2016 0:00,0.011,216,8.199074074,,so2,Rajawada chowk,2016,january
1/6/2016 0:00,0.015,216,11.18055556,,so2,Rajawada chowk,2016,january
1/9/2016 0:00,0.02,240,13.41666667,15.13394154,so2,Rajawada chowk,2016,january
1/9/2016 0:00,0.02,240,13.41666667,,so2,Rajawada chowk,2016,january
1/9/2016 0:00,0.014,204,11.04901961,,so2,Rajawada chowk,2016,january
1/9/2016 0:00,0.023,216,17.14351852,,so2,Rajawada chowk,2016,january
1/9/2016 0:00,0.02,216,14.90740741,,so2,Rajawada chowk,2016,january
1/9/2016 0:00,0.028,216,20.87037037,,so2,Rajawada chowk,2016,january
1/13/2016 0:00,0.014,252,8.944444444,10.01542398,so2,Rajawada chowk,2016,january
1/13/2016 0:00,0.021,252,13.41666667,,so2,Rajawada chowk,2016,january
1/13/2016 0:00,0.018,240,12.075,,so2,Rajawada chowk,2016,january
1/13/2016 0:00,0.011,228,7.76754386,,so2,Rajawada chowk,2016,january
1/13/2016 0:00,0.009,216,6.708333333,,so2,Rajawada chowk,2016,january
1/13/2016 0:00,0.015,216,11.18055556,,so2,Rajawada chowk,2016,january
1/16/2016 0:00,0.019,216,14.16203704,16.27391975,so2,Rajawada chowk,2016,january
1/16/2016 0:00,0.025,216,18.63425926,,so2,Rajawada chowk,2016,january
1/16/2016 0:00,0.017,216,12.6712963,,so2,Rajawada chowk,2016,january
1/16/2016 0:00,0.018,216,13.41666667,,so2,Rajawada chowk,2016,january
1/16/2016 0:00,0.023,216,17.14351852,,so2,Rajawada chowk,2016,january
1/16/2016 0:00,0.029,216,21.61574074,,so2,Rajawada chowk,2016,january
1/20/2016 0:00,0.01,240,6.708333333,10.0994883,so2,Rajawada chowk,2016,january
1/20/2016 0:00,0.012,240,8.05,,so2,Rajawada chowk,2016,january
1/20/2016 0:00,0.016,240,10.73333333,,so2,Rajawada chowk,2016,january
1/20/2016 0:00,0.028,228,19.77192982,,so2,Rajawada chowk,2016,january
1/20/2016 0:00,0.012,216,8.944444444,,so2,Rajawada chowk,2016,january
1/20/2016 0:00,0.01,252,6.388888889,,so2,Rajawada chowk,2016,january
1/23/2016 0:00,0.01,240,6.708333333,12.35745614,so2,Rajawada chowk,2016,january
1/23/2016 0:00,0.017,240,11.40416667,,so2,Rajawada chowk,2016,january
1/23/2016 0:00,0.021,228,14.82894737,,so2,Rajawada chowk,2016,january
1/23/2016 0:00,0.027,228,19.06578947,,so2,Rajawada chowk,2016,january
1/23/2016 0:00,0.021,240,14.0875,,so2,Rajawada chowk,2016,january
1/23/2016 0:00,0.012,240,8.05,,so2,Rajawada chowk,2016,january
1/27/2016 0:00,0.021,216,15.65277778,13.16820988,so2,Rajawada chowk,2016,january
1/27/2016 0:00,0.016,216,11.92592593,,so2,Rajawada chowk,2016,january
1/27/2016 0:00,0.02,216,14.90740741,,so2,Rajawada chowk,2016,january
1/27/2016 0:00,0.021,216,15.65277778,,so2,Rajawada chowk,2016,january
1/27/2016 0:00,0.01,216,7.453703704,,so2,Rajawada chowk,2016,january
1/27/2016 0:00,0.018,216,13.41666667,,so2,Rajawada chowk,2016,january
1/30/2016 0:00,0.024,240,16.1,12.49083821,so2,Rajawada chowk,2016,january
1/30/2016 0:00,0.026,228,18.35964912,,so2,Rajawada chowk,2016,january
1/30/2016 0:00,0.01,240,6.708333333,,so2,Rajawada chowk,2016,january
1/30/2016 0:00,0.013,228,9.179824561,,so2,Rajawada chowk,2016,january
1/30/2016 0:00,0.013,216,9.689814815,,so2,Rajawada chowk,2016,january
1/30/2016 0:00,0.02,216,14.90740741,,so2,Rajawada chowk,2016,january
2/4/2016 0:00,0.011,228,7.76754386,12.13972953,so2,Udyoga Bhawan,2016,february
2/4/2016 0:00,0.017,240,11.40416667,,so2,Udyoga Bhawan,2016,february
2/4/2016 0:00,0.014,216,10.43518519,,so2,Udyoga Bhawan,2016,february
2/4/2016 0:00,0.019,216,14.16203704,,so2,Udyoga Bhawan,2016,february
2/4/2016 0:00,0.02,216,14.90740741,,so2,Udyoga Bhawan,2016,february
2/4/2016 0:00,0.019,216,14.16203704,,so2,Udyoga Bhawan,2016,february
2/7/2016 0:00,0.018,252,11.5,10.2275463,so2,Udyoga Bhawan,2016,february
2/7/2016 0:00,0.016,240,10.73333333,,so2,Udyoga Bhawan,2016,february
2/7/2016 0:00,0.012,240,8.05,,so2,Udyoga Bhawan,2016,february
2/7/2016 0:00,0.013,240,8.720833333,,so2,Udyoga Bhawan,2016,february
2/7/2016 0:00,0.013,216,9.689814815,,so2,Udyoga Bhawan,2016,february
2/7/2016 0:00,0.017,216,12.6712963,,so2,Udyoga Bhawan,2016,february
2/11/2016 0:00,0.017,228,12.00438596,9.205977908,so2,Udyoga Bhawan,2016,february
2/11/2016 0:00,0.012,216,8.944444444,,so2,Udyoga Bhawan,2016,february
2/11/2016 0:00,0.012,216,8.944444444,,so2,Udyoga Bhawan,2016,february
2/11/2016 0:00,0.013,216,9.689814815,,so2,Udyoga Bhawan,2016,february
2/11/2016 0:00,0.008,216,5.962962963,,so2,Udyoga Bhawan,2016,february
2/11/2016 0:00,0.013,216,9.689814815,,so2,Udyoga Bhawan,2016,february
2/14/2016 0:00,0.009,216,6.708333333,9.31712963,so2,Udyoga Bhawan,2016,february
2/14/2016 0:00,0.01,240,6.708333333,,so2,Udyoga Bhawan,2016,february
2/14/2016 0:00,0.018,216,13.41666667,,so2,Udyoga Bhawan,2016,february
2/14/2016 0:00,0.008,216,5.962962963,,so2,Udyoga Bhawan,2016,february
2/14/2016 0:00,0.015,216,11.18055556,,so2,Udyoga Bhawan,2016,february
2/14/2016 0:00,0.016,216,11.92592593,,so2,Udyoga Bhawan,2016,february
2/18/2016 0:00,0.007,228,4.942982456,9.938271605,so2,Udyoga Bhawan,2016,february
2/18/2016 0:00,0.008,216,5.962962963,,so2,Udyoga Bhawan,2016,february
2/18/2016 0:00,0.015,228,10.59210526,,so2,Udyoga Bhawan,2016,february
2/18/2016 0:00,0.021,228,14.82894737,,so2,Udyoga Bhawan,2016,february
2/18/2016 0:00,0.012,228,8.473684211,,so2,Udyoga Bhawan,2016,february
2/18/2016 0:00,0.021,228,14.82894737,,so2,Udyoga Bhawan,2016,february
2/21/2016 0:00,0.009,228,6.355263158,9.43155052,so2,Udyoga Bhawan,2016,february
2/21/2016 0:00,0.015,240,10.0625,,so2,Udyoga Bhawan,2016,february
2/21/2016 0:00,0.016,216,11.92592593,,so2,Udyoga Bhawan,2016,february
2/21/2016 0:00,0.011,228,7.76754386,,so2,Udyoga Bhawan,2016,february
2/21/2016 0:00,0.011,228,7.76754386,,so2,Udyoga Bhawan,2016,february
2/21/2016 0:00,0.018,228,12.71052632,,so2,Udyoga Bhawan,2016,february
2/25/2016 0:00,0.019,228,13.41666667,10.01673164,so2,Udyoga Bhawan,2016,february
2/25/2016 0:00,0.019,228,13.41666667,,so2,Udyoga Bhawan,2016,february
2/25/2016 0:00,0.011,228,7.76754386,,so2,Udyoga Bhawan,2016,february
2/25/2016 0:00,0.008,216,5.962962963,,so2,Udyoga Bhawan,2016,february
2/25/2016 0:00,0.012,216,8.944444444,,so2,Udyoga Bhawan,2016,february
2/25/2016 0:00,0.015,228,10.59210526,,so2,Udyoga Bhawan,2016,february
2/28/2016 0:00,0.019,228,13.41666667,12.49476121,so2,Udyoga Bhawan,2016,february
2/28/2016 0:00,0.017,228,12.00438596,,so2,Udyoga Bhawan,2016,february
2/28/2016 0:00,0.021,216,15.65277778,,so2,Udyoga Bhawan,2016,february
2/28/2016 0:00,0.017,228,12.00438596,,so2,Udyoga Bhawan,2016,february
2/28/2016 0:00,0.013,228,9.179824561,,so2,Udyoga Bhawan,2016,february
2/28/2016 0:00,0.018,228,12.71052632,,so2,Udyoga Bhawan,2016,february
2/1/2016 0:00,0.036,216,26.83333333,25.30336257,so2,Kupwad,2016,february
2/1/2016 0:00,0.037,228,26.12719298,,so2,Kupwad,2016,february
2/1/2016 0:00,0.043,228,30.36403509,,so2,Kupwad,2016,february
2/1/2016 0:00,0.036,228,25.42105263,,so2,Kupwad,2016,february
2/1/2016 0:00,0.021,228,14.82894737,,so2,Kupwad,2016,february
2/1/2016 0:00,0.04,228,28.24561404,,so2,Kupwad,2016,february
2/5/2016 0:00,0.022,216,16.39814815,19.97461826,so2,Kupwad,2016,february
2/5/2016 0:00,0.033,216,24.59722222,,so2,Kupwad,2016,february
2/5/2016 0:00,0.025,228,17.65350877,,so2,Kupwad,2016,february
2/5/2016 0:00,0.036,228,25.42105263,,so2,Kupwad,2016,february
2/5/2016 0:00,0.028,216,20.87037037,,so2,Kupwad,2016,february
2/5/2016 0:00,0.02,216,14.90740741,,so2,Kupwad,2016,february
2/8/2016 0:00,0.015,228,10.59210526,9.768274854,so2,Kupwad,2016,february
2/8/2016 0:00,0.012,228,8.473684211,,so2,Kupwad,2016,february
2/8/2016 0:00,0.01,228,7.061403509,,so2,Kupwad,2016,february
2/8/2016 0:00,0.011,228,7.76754386,,so2,Kupwad,2016,february
2/8/2016 0:00,0.015,228,10.59210526,,so2,Kupwad,2016,february
2/8/2016 0:00,0.02,228,14.12280702,,so2,Kupwad,2016,february
2/12/2016 0:00,0.013,228,9.179824561,10.91902209,so2,Kupwad,2016,february
2/12/2016 0:00,0.013,228,9.179824561,,so2,Kupwad,2016,february
2/12/2016 0:00,0.017,228,12.00438596,,so2,Kupwad,2016,february
2/12/2016 0:00,0.018,228,12.71052632,,so2,Kupwad,2016,february
2/12/2016 0:00,0.014,216,10.43518519,,so2,Kupwad,2016,february
2/12/2016 0:00,0.017,228,12.00438596,,so2,Kupwad,2016,february
2/15/2016 0:00,0.017,228,12.00438596,10.84056205,so2,Kupwad,2016,february
2/15/2016 0:00,0.02,216,14.90740741,,so2,Kupwad,2016,february
2/15/2016 0:00,0.021,228,14.82894737,,so2,Kupwad,2016,february
2/15/2016 0:00,0.011,228,7.76754386,,so2,Kupwad,2016,february
2/15/2016 0:00,0.007,228,4.942982456,,so2,Kupwad,2016,february
2/15/2016 0:00,0.015,228,10.59210526,,so2,Kupwad,2016,february
2/19/2016 0:00,0.016,240,10.73333333,10.37503249,so2,Kupwad,2016,february
2/19/2016 0:00,0.012,240,8.05,,so2,Kupwad,2016,february
2/19/2016 0:00,0.013,228,9.179824561,,so2,Kupwad,2016,february
2/19/2016 0:00,0.016,216,11.92592593,,so2,Kupwad,2016,february
2/19/2016 0:00,0.012,216,8.944444444,,so2,Kupwad,2016,february
2/19/2016 0:00,0.018,216,13.41666667,,so2,Kupwad,2016,february
2/22/2016 0:00,0.007,216,5.217592593,8.873176576,so2,Kupwad,2016,february
2/22/2016 0:00,0.011,240,7.379166667,,so2,Kupwad,2016,february
2/22/2016 0:00,0.016,228,11.29824561,,so2,Kupwad,2016,february
2/22/2016 0:00,0.012,228,8.473684211,,so2,Kupwad,2016,february
2/22/2016 0:00,0.01,216,7.453703704,,so2,Kupwad,2016,february
2/22/2016 0:00,0.018,216,13.41666667,,so2,Kupwad,2016,february
2/26/2016 0:00,0.012,216,8.944444444,8.22522742,so2,Kupwad,2016,february
2/26/2016 0:00,0.014,228,9.885964912,,so2,Kupwad,2016,february
2/26/2016 0:00,0.012,228,8.473684211,,so2,Kupwad,2016,february
2/26/2016 0:00,0.008,228,5.649122807,,so2,Kupwad,2016,february
2/26/2016 0:00,0.009,216,6.708333333,,so2,Kupwad,2016,february
2/26/2016 0:00,0.013,216,9.689814815,,so2,Kupwad,2016,february
2/29/2016 0:00,0.017,240,11.40416667,13.23817008,so2,Kupwad,2016,february
2/29/2016 0:00,0.015,228,10.59210526,,so2,Kupwad,2016,february
2/29/2016 0:00,0.017,216,12.6712963,,so2,Kupwad,2016,february
2/29/2016 0:00,0.025,216,18.63425926,,so2,Kupwad,2016,february
2/29/2016 0:00,0.015,228,10.59210526,,so2,Kupwad,2016,february
2/29/2016 0:00,0.022,228,15.53508772,,so2,Kupwad,2016,february
2/3/2016 0:00,0.013,252,8.305555556,9.727176738,so2,Rajawada chowk,2016,february
2/3/2016 0:00,0.019,240,12.74583333,,so2,Rajawada chowk,2016,february
2/3/2016 0:00,0.011,240,7.379166667,,so2,Rajawada chowk,2016,february
2/3/2016 0:00,0.023,228,16.24122807,,so2,Rajawada chowk,2016,february
2/3/2016 0:00,0.007,216,5.217592593,,so2,Rajawada chowk,2016,february
2/3/2016 0:00,0.012,228,8.473684211,,so2,Rajawada chowk,2016,february
2/6/2016 0:00,0.024,216,17.88888889,12.71706465,so2,Rajawada chowk,2016,february
2/6/2016 0:00,0.02,216,14.90740741,,so2,Rajawada chowk,2016,february
2/6/2016 0:00,0.015,228,10.59210526,,so2,Rajawada chowk,2016,february
2/6/2016 0:00,0.016,228,11.29824561,,so2,Rajawada chowk,2016,february
2/6/2016 0:00,0.011,216,8.199074074,,so2,Rajawada chowk,2016,february
2/6/2016 0:00,0.018,216,13.41666667,,so2,Rajawada chowk,2016,february
2/10/2016 0:00,0.012,252,7.666666667,11.22454922,so2,Rajawada chowk,2016,february
2/10/2016 0:00,0.013,240,8.720833333,,so2,Rajawada chowk,2016,february
2/10/2016 0:00,0.012,228,8.473684211,,so2,Rajawada chowk,2016,february
2/10/2016 0:00,0.02,216,14.90740741,,so2,Rajawada chowk,2016,february
2/10/2016 0:00,0.018,216,13.41666667,,so2,Rajawada chowk,2016,february
2/10/2016 0:00,0.019,216,14.16203704,,so2,Rajawada chowk,2016,february
2/13/2016 0:00,0.023,252,14.69444444,16.71310916,so2,Rajawada chowk,2016,february
2/13/2016 0:00,0.016,240,10.73333333,,so2,Rajawada chowk,2016,february
2/13/2016 0:00,0.013,228,9.179824561,,so2,Rajawada chowk,2016,february
2/13/2016 0:00,0.029,228,20.47807018,,so2,Rajawada chowk,2016,february
2/13/2016 0:00,0.026,228,18.35964912,,so2,Rajawada chowk,2016,february
2/13/2016 0:00,0.036,216,26.83333333,,so2,Rajawada chowk,2016,february
2/17/2016 0:00,0.019,216,14.16203704,12.42283951,so2,Rajawada chowk,2016,february
2/17/2016 0:00,0.017,216,12.6712963,,so2,Rajawada chowk,2016,february
2/17/2016 0:00,0.009,216,6.708333333,,so2,Rajawada chowk,2016,february
2/17/2016 0:00,0.01,216,7.453703704,,so2,Rajawada chowk,2016,february
2/17/2016 0:00,0.017,216,12.6712963,,so2,Rajawada chowk,2016,february
2/17/2016 0:00,0.028,216,20.87037037,,so2,Rajawada chowk,2016,february
2/20/2016 0:00,0.023,240,15.42916667,11.37474415,so2,Rajawada chowk,2016,february
2/20/2016 0:00,0.017,240,11.40416667,,so2,Rajawada chowk,2016,february
2/20/2016 0:00,0.017,240,11.40416667,,so2,Rajawada chowk,2016,february
2/20/2016 0:00,0.014,228,9.885964912,,so2,Rajawada chowk,2016,february
2/20/2016 0:00,0.015,216,11.18055556,,so2,Rajawada chowk,2016,february
2/20/2016 0:00,0.014,252,8.944444444,,so2,Rajawada chowk,2016,february
2/24/2016 0:00,0.007,240,4.695833333,7.773428363,so2,Rajawada chowk,2016,february
2/24/2016 0:00,0.01,240,6.708333333,,so2,Rajawada chowk,2016,february
2/24/2016 0:00,0.018,228,12.71052632,,so2,Rajawada chowk,2016,february
2/24/2016 0:00,0.011,228,7.76754386,,so2,Rajawada chowk,2016,february
2/24/2016 0:00,0.012,240,8.05,,so2,Rajawada chowk,2016,february
2/24/2016 0:00,0.01,240,6.708333333,,so2,Rajawada chowk,2016,february
2/27/2016 0:00,0.018,216,13.41666667,12.79552469,so2,Rajawada chowk,2016,february
2/27/2016 0:00,0.02,216,14.90740741,,so2,Rajawada chowk,2016,february
2/27/2016 0:00,0.018,216,13.41666667,,so2,Rajawada chowk,2016,february
2/27/2016 0:00,0.024,216,17.88888889,,so2,Rajawada chowk,2016,february
2/27/2016 0:00,0.011,216,8.199074074,,so2,Rajawada chowk,2016,february
2/27/2016 0:00,0.012,216,8.944444444,,so2,Rajawada chowk,2016,february
3/3/2016 0:00,0.015,228,10.59210526,11.2067089,so2,Udyoga Bhawan,2016,march
3/3/2016 0:00,0.02,240,13.41666667,,so2,Udyoga Bhawan,2016,march
3/3/2016 0:00,0.013,216,9.689814815,,so2,Udyoga Bhawan,2016,march
3/3/2016 0:00,0.02,216,14.90740741,,so2,Udyoga Bhawan,2016,march
3/3/2016 0:00,0.013,216,9.689814815,,so2,Udyoga Bhawan,2016,march
3/3/2016 0:00,0.012,216,8.944444444,,so2,Udyoga Bhawan,2016,march
3/6/2016 0:00,0.012,252,7.666666667,9.688040123,so2,Udyoga Bhawan,2016,march
3/6/2016 0:00,0.01,240,6.708333333,,so2,Udyoga Bhawan,2016,march
3/6/2016 0:00,0.017,240,11.40416667,,so2,Udyoga Bhawan,2016,march
3/6/2016 0:00,0.016,240,10.73333333,,so2,Udyoga Bhawan,2016,march
3/6/2016 0:00,0.017,216,12.6712963,,so2,Udyoga Bhawan,2016,march
3/6/2016 0:00,0.012,216,8.944444444,,so2,Udyoga Bhawan,2016,march
3/10/2016 0:00,0.011,240,7.379166667,7.354320988,so2,Udyoga Bhawan,2016,march
3/10/2016 0:00,0.01,240,6.708333333,,so2,Udyoga Bhawan,2016,march
3/10/2016 0:00,0.008,240,5.366666667,,so2,Udyoga Bhawan,2016,march
3/10/2016 0:00,0.007,216,5.217592593,,so2,Udyoga Bhawan,2016,march
3/10/2016 0:00,0.009,240,6.0375,,so2,Udyoga Bhawan,2016,march
3/10/2016 0:00,0.018,216,13.41666667,,so2,Udyoga Bhawan,2016,march
3/13/2016 0:00,0.012,228,8.473684211,11.63823912,so2,Udyoga Bhawan,2016,march
3/13/2016 0:00,0.018,228,12.71052632,,so2,Udyoga Bhawan,2016,march
3/13/2016 0:00,0.017,216,12.6712963,,so2,Udyoga Bhawan,2016,march
3/13/2016 0:00,0.019,216,14.16203704,,so2,Udyoga Bhawan,2016,march
3/13/2016 0:00,0.014,228,9.885964912,,so2,Udyoga Bhawan,2016,march
3/13/2016 0:00,0.016,216,11.92592593,,so2,Udyoga Bhawan,2016,march
3/17/2016 0:00,0.012,192,10.0625,9.542702242,so2,Udyoga Bhawan,2016,march
3/17/2016 0:00,0.01,228,7.061403509,,so2,Udyoga Bhawan,2016,march
3/17/2016 0:00,0.01,228,7.061403509,,so2,Udyoga Bhawan,2016,march
3/17/2016 0:00,0.015,228,10.59210526,,so2,Udyoga Bhawan,2016,march
3/17/2016 0:00,0.015,216,11.18055556,,so2,Udyoga Bhawan,2016,march
3/17/2016 0:00,0.016,228,11.29824561,,so2,Udyoga Bhawan,2016,march
3/20/2016 0:00,0.013,228,9.179824561,9.468165205,so2,Udyoga Bhawan,2016,march
3/20/2016 0:00,0.011,240,7.379166667,,so2,Udyoga Bhawan,2016,march
3/20/2016 0:00,0.018,216,13.41666667,,so2,Udyoga Bhawan,2016,march
3/20/2016 0:00,0.015,228,10.59210526,,so2,Udyoga Bhawan,2016,march
3/20/2016 0:00,0.011,228,7.76754386,,so2,Udyoga Bhawan,2016,march
3/20/2016 0:00,0.012,228,8.473684211,,so2,Udyoga Bhawan,2016,march
3/24/2016 0:00,0.012,228,8.473684211,10.72287199,so2,Udyoga Bhawan,2016,march
3/24/2016 0:00,0.016,228,11.29824561,,so2,Udyoga Bhawan,2016,march
3/24/2016 0:00,0.014,228,9.885964912,,so2,Udyoga Bhawan,2016,march
3/24/2016 0:00,0.011,228,7.76754386,,so2,Udyoga Bhawan,2016,march
3/24/2016 0:00,0.02,216,14.90740741,,so2,Udyoga Bhawan,2016,march
3/24/2016 0:00,0.017,228,12.00438596,,so2,Udyoga Bhawan,2016,march
3/27/2016 0:00,0.012,228,8.473684211,9.846734893,so2,Udyoga Bhawan,2016,march
3/27/2016 0:00,0.014,228,9.885964912,,so2,Udyoga Bhawan,2016,march
3/27/2016 0:00,0.02,228,14.12280702,,so2,Udyoga Bhawan,2016,march
3/27/2016 0:00,0.012,228,8.473684211,,so2,Udyoga Bhawan,2016,march
3/27/2016 0:00,0.013,228,9.179824561,,so2,Udyoga Bhawan,2016,march
3/27/2016 0:00,0.012,216,8.944444444,,so2,Udyoga Bhawan,2016,march
3/31/2016 0:00,0.01,228,7.061403509,7.963693957,so2,Udyoga Bhawan,2016,march
3/31/2016 0:00,0.011,228,7.76754386,,so2,Udyoga Bhawan,2016,march
3/31/2016 0:00,0.008,228,5.649122807,,so2,Udyoga Bhawan,2016,march
3/31/2016 0:00,0.012,228,8.473684211,,so2,Udyoga Bhawan,2016,march
3/31/2016 0:00,0.012,216,8.944444444,,so2,Udyoga Bhawan,2016,march
3/31/2016 0:00,0.014,228,9.885964912,,so2,Udyoga Bhawan,2016,march
3/4/2016 0:00,0.009,216,6.708333333,9.003289474,so2,Kupwad,2016,march
3/4/2016 0:00,0.013,228,9.179824561,,so2,Kupwad,2016,march
3/4/2016 0:00,0.012,228,8.473684211,,so2,Kupwad,2016,march
3/4/2016 0:00,0.016,228,11.29824561,,so2,Kupwad,2016,march
3/4/2016 0:00,0.011,228,7.76754386,,so2,Kupwad,2016,march
3/4/2016 0:00,0.015,228,10.59210526,,so2,Kupwad,2016,march
3/7/2016 0:00,0.011,216,8.199074074,10.50710689,so2,Kupwad,2016,march
3/7/2016 0:00,0.02,216,14.90740741,,so2,Kupwad,2016,march
3/7/2016 0:00,0.015,228,10.59210526,,so2,Kupwad,2016,march
3/7/2016 0:00,0.012,228,8.473684211,,so2,Kupwad,2016,march
3/7/2016 0:00,0.017,216,12.6712963,,so2,Kupwad,2016,march
3/7/2016 0:00,0.011,216,8.199074074,,so2,Kupwad,2016,march
3/11/2016 0:00,0.016,228,11.29824561,10.40903184,so2,Kupwad,2016,march
3/11/2016 0:00,0.017,216,12.6712963,,so2,Kupwad,2016,march
3/11/2016 0:00,0.015,216,11.18055556,,so2,Kupwad,2016,march
3/11/2016 0:00,0.012,216,8.944444444,,so2,Kupwad,2016,march
3/11/2016 0:00,0.011,228,7.76754386,,so2,Kupwad,2016,march
3/11/2016 0:00,0.015,228,10.59210526,,so2,Kupwad,2016,march
3/14/2016 0:00,0.018,240,12.075,12.73864116,so2,Kupwad,2016,march
3/14/2016 0:00,0.013,240,8.720833333,,so2,Kupwad,2016,march
